industry,sub_industry,company,no_people,growth_rate,job_posts,attrition_rate
IT,Telecommunications,Bridge Alliance,36,16.10%,2,0.00%
IT,Telecommunications,Teledata (Singapore) Limited,35,0.00%,0,0.00%
IT,Telecommunications,NETe2 Asia Pte Ltd,35,-2.80%,2,14.10%
IT,Telecommunications,Singapore Airline Limited,34,6.30%,0,3.00%
IT,Telecommunications,Keppel Telecommunications & Transportation,34,0.00%,0,2.90%
IT,Telecommunications,TeleChoice,34,0.00%,0,2.90%
IT,Telecommunications,Princeton Digital Group,33,94.10%,1,4.00%
IT,Telecommunications,Ciena,33,-2.90%,0,9.00%
IT,Telecommunications,Optus,33,6.50%,0,18.80%
IT,Telecommunications,RADUGA PTE LTD,32,-13.50%,0,37.70%
IT,Telecommunications,T-Mobile,32,3.20%,0,0.00%
IT,Telecommunications,AirTrunk,31,34.80%,4,0.00%
IT,Telecommunications,Comba Telecom,31,-3.10%,1,6.30%
IT,Telecommunications,Radio Holland Singapore,30,7.10%,2,3.40%
IT,Telecommunications,S i2i Limited,30,0.00%,0,0.00%
IT,Telecommunications,PCCW GLOBAL Limited,28,-3.40%,0,3.50%
IT,Telecommunications,Eltek AS,28,3.70%,0,0.00%
IT,Telecommunications,Telin (PT Telekomunikasi Indonesia International),27,-15.60%,0,27.10%
IT,Telecommunications,Marlink,27,-6.90%,0,7.10%
IT,Telecommunications,TAKASAGO SINGAPORE PTE LTD,27,0.00%,0,0.00%
IT,Telecommunications,West Unified Communications Services,26,-13.30%,0,14.30%
IT,Telecommunications,Speedcast,26,0.00%,0,11.50%
IT,Telecommunications,RigNet,26,-10.30%,0,14.50%
IT,Telecommunications,IP-TRIBE,25,0.25,0,17.80%
IT,Telecommunications,CITIC Telecom International CPC Limited,25,-10.70%,2,26.40%
IT,Telecommunications,China Telecom Global,25,0.00%,0,24.00%
IT,Telecommunications,Masstron Pte Ltd,24,4.30%,2,8.50%
IT,Telecommunications,Nortel Networks,24,0.00%,0,0.00%
IT,Telecommunications,MessageBird,24,0.00%,4,20.80%
IT,Telecommunications,Vital Shared Services,24,4.30%,0,4.30%
IT,Telecommunications,BICS,24,0.00%,0,0.00%
IT,Telecommunications,Knot Solutions Pvt Ltd - CMMI DEV1.3 & SVC1.3 maturity level 3 appraised organization,23,0.095,1,0.00%
IT,Telecommunications,IX Mobile Pte Ltd,23,-4.20%,1,4.30%
IT,Telecommunications,Kacific Broadband Satellites Group,23,9.50%,1,27.30%
IT,Telecommunications,Globe Telecom,23,4.50%,0,0.00%
IT,Telecommunications,Microtel Technology,22,29.40%,1,0.00%
IT,Telecommunications,VERSITEL PTE LTD,22,0.00%,0,0.00%
IT,Telecommunications,stc,20,5.30%,0,5.10%
IT,Fintech,Standard Chartered Bank,"1,506",0.017,4,7.40%
IT,Fintech,Prudential Assurance Company Singapore,"1,264",3.80%,6,6.30%
IT,Fintech,AIA,"1,240",0.70%,6,6.30%
IT,Fintech,Citi,"1,089",0.005,54,8.00%
IT,Fintech,DBS Bank,"1,035",5.10%,82,10.40%
IT,Fintech,UOB,823,-5.00%,73,11.80%
IT,Fintech,AIA Singapore,784,4.40%,1,5.30%
IT,Fintech,OCBC Bank,644,-2.70%,80,15.20%
IT,Fintech,HSBC,547,-5.50%,0,10.50%
IT,Fintech,EY,547,0.00%,53,15.20%
IT,Fintech,UBS,480,3.00%,14,8.90%
IT,Fintech,JPMorgan Chase & Co.,423,-0.90%,73,5.60%
IT,Fintech,GREAT EASTERN,409,6.00%,18,5.80%
IT,Fintech,PwC Singapore,365,6.10%,33,12.70%
IT,Fintech,Accenture,349,-10.10%,0,19.30%
IT,Fintech,Credit Suisse,337,4.30%,10,8.20%
IT,Fintech,KPMG Singapore,329,-2.70%,1,15.60%
IT,Fintech,AXA,322,-5.00%,2,11.50%
IT,Fintech,Manulife Financial Advisers Pte Ltd,301,9.90%,0,3.10%
IT,Fintech,Professional Investment Advisory Services Pte Ltd,298,0.035,3,3.10%
IT,Fintech,Grab,285,-2.70%,48,20.10%
IT,Fintech,Deutsche Bank,275,-0.40%,0,8.30%
IT,Fintech,J.P. Morgan,251,0.80%,11,5.20%
IT,Fintech,Visa,243,-0.40%,11,9.40%
IT,Fintech,Deloitte,234,-6.80%,8,17.70%
IT,Fintech,"Bank of Singapore, Asia's Global Private Bank",227,0.40%,12,10.60%
IT,Fintech,Manulife,217,-1.40%,16,7.80%
IT,Fintech,IBM,215,-12.20%,4,20.00%
IT,Fintech,Income,207,-4.20%,2,16.50%
IT,Fintech,Google,199,12.40%,4,9.00%
IT,Fintech,Amazon Web Services (AWS),179,42.10%,11,11.10%
IT,Fintech,PwC,173,-7.50%,0,17.80%
IT,Fintech,Maybank,165,3.10%,1,5.50%
IT,Fintech,Great Eastern Financial Advisers Private Limited,164,0.60%,1,4.30%
IT,Fintech,MUFG,158,2.60%,3,9.60%
IT,Fintech,Bank of America Merrill Lynch,157,-3.70%,0,9.40%
IT,Fintech,Shopee,156,57.60%,32,19.60%
IT,Fintech,Aviva,154,-8.30%,0,18.60%
IT,Fintech,Mastercard,147,2.80%,5,9.00%
IT,Fintech,finexis advisory Pte Ltd,144,1.40%,3,8.40%
IT,Fintech,KPMG,137,3.00%,0,14.10%
IT,Fintech,Facebook,136,16.20%,5,6.30%
IT,Fintech,Microsoft,136,5.40%,1,10.60%
IT,Fintech,ANZ,135,-2.20%,1,5.10%
IT,Fintech,Oracle,133,-8.30%,1,18.70%
IT,Fintech,Singtel,132,20.00%,17,21.50%
IT,Fintech,Monetary Authority of Singapore (MAS),131,11.00%,2,6.40%
IT,Fintech,National University of Singapore,130,28.70%,2,14.70%
IT,Fintech,BNY Mellon,129,0.80%,7,6.20%
IT,Fintech,SGX,127,-2.30%,5,8.60%
IT,Fintech,BNP Paribas,125,-5.30%,32,14.00%
IT,Fintech,American Express,120,-4.80%,1,8.90%
IT,Fintech,Financial Alliance Pte Ltd,114,4.60%,0,3.60%
IT,Fintech,Goldman Sachs,113,6.60%,10,17.40%
IT,Fintech,PayPal,113,2.70%,21,9.00%
IT,Fintech,IPP Financial Advisers,112,2.80%,0,2.70%
IT,Fintech,Singapore Management University,111,6.70%,0,34.40%
IT,Fintech,Cognizant,108,-1.80%,2,10.10%
IT,Fintech,GIC,103,5.10%,5,11.90%
IT,Fintech,NCS Group,99,28.60%,0,14.80%
IT,Fintech,Aon,99,4.20%,5,6.20%
IT,Fintech,Bloomberg LP,94,3.30%,6,11.90%
IT,Fintech,Bank of America,92,4.50%,1,1.10%
IT,Fintech,Salesforce,91,-2.20%,2,25.00%
IT,Fintech,Barclays,88,-3.30%,2,6.70%
IT,Fintech,Aviva Financial Advisers,86,-2.30%,1,11.50%
IT,Fintech,Advisors Alliance Group,85,10.40%,0,8.60%
IT,Fintech,Phillip Securities Pte Ltd,84,0.00%,0,6.00%
IT,Fintech,Julius Baer,82,-1.20%,0,9.70%
IT,Fintech,SAP,81,-4.70%,0,12.00%
IT,Fintech,GovTech Singapore,79,31.70%,3,7.20%
IT,Fintech,CIMB,79,-12.20%,0,15.40%
IT,Fintech,Barclays Investment Bank,79,-11.20%,0,14.30%
IT,Fintech,The Citco Group Limited,78,-6.00%,0,16.10%
IT,Fintech,Nanyang Technological University,78,0.00%,35,26.90%
IT,Fintech,Temasek,76,5.60%,4,12.20%
IT,Fintech,Prudential UK,76,0.00%,0,2.60%
IT,Fintech,Tata Consultancy Services,74,-5.10%,1,10.50%
IT,Fintech,Personal Capital Management - PCM,74,-1.30%,0,1.30%
IT,Fintech,ST Engineering,73,0.00%,0,13.70%
IT,Fintech,PhillipCapital,71,-1.40%,5,7.00%
IT,Fintech,FIS,70,-6.70%,3,15.20%
IT,Fintech,Mizuho,70,-5.40%,0,6.90%
IT,Fintech,Singapore Airlines,69,-12.70%,0,17.60%
IT,Fintech,"Refinitiv, an LSEG business",69,-5.50%,11,11.30%
IT,Fintech,BlackRock,67,0.047,3,6.10%
IT,Fintech,Nomura,67,6.30%,1,6.20%
IT,Fintech,NETS,64,0.00%,4,10.90%
IT,Fintech,Synergy Financial Advisers Pte Ltd,63,0.00%,0,3.20%
IT,Fintech,St. James's Place Wealth Management – Asia,63,5.00%,0,1.60%
IT,Fintech,Randstad Singapore,61,-1.60%,41,14.60%
IT,Fintech,Lazada,61,5.20%,0,18.50%
IT,Fintech,McKinsey & Company,59,0.00%,0,15.30%
IT,Fintech,Ant Group,57,0.163,0,7.50%
IT,Fintech,Wirecard,57,-34.50%,0,50.00%
IT,Fintech,Capgemini,52,2.00%,0,11.70%
IT,Fintech,INSEAD,51,24.40%,0,8.70%
IT,Fintech,Antler,49,32.40%,4,34.90%
IT,Fintech,ING,47,-6.00%,0,14.40%
IT,Fintech,Singapore University of Social Sciences (SUSS),46,9.50%,0,9.10%
IT,Cloud Computing,Amazon Web Services (AWS),1116,0.455,116,0.1
IT,Cloud Computing,IBM,850,-0.073,13,0.183
IT,Cloud Computing,Microsoft,829,0.036,29,0.112
IT,Cloud Computing,Oracle,634,-0.135,4,0.215
IT,Cloud Computing,NCS Group,622,0.087,11,0.191
IT,Cloud Computing,DBS Bank,616,0.092,55,0.12
IT,Cloud Computing,Singtel,548,0.026,94,0.183
IT,Cloud Computing,GovTech Singapore,497,0.23,58,0.131
IT,Cloud Computing,SAP,487,-0.039,4,0.107
IT,Cloud Computing,Accenture,462,-0.13,3,0.294
IT,Cloud Computing,Google,455,0.073,17,0.2
IT,Cloud Computing,Standard Chartered Bank,426,0.049,0,0.156
IT,Cloud Computing,Salesforce,379,0.027,39,0.184
IT,Cloud Computing,Hewlett Packard Enterprise,340,-0.012,21,0.105
IT,Cloud Computing,Grab,339,-0.103,31,0.257
IT,Cloud Computing,Cisco,316,-0.031,8,0.09
IT,Cloud Computing,VMware,283,0.029,70,0.154
IT,Cloud Computing,ST Engineering,264,-0.05,1,0.203
IT,Cloud Computing,Dell EMC,242,-0.09,0,0.126
IT,Cloud Computing,Citi,229,0.018,17,0.119
IT,Cloud Computing,NTT Ltd.,227,-0.054,6,0.218
IT,Cloud Computing,Autodesk,226,0.076,8,0.073
IT,Cloud Computing,UOB,204,0.079,9,0.168
IT,Cloud Computing,IHiS (Integrated Health Information Systems),195,0.161,0,0.121
IT,Cloud Computing,Dell Technologies,193,0.129,0,0.11
IT,Cloud Computing,Facebook,176,0.1,2,0.131
IT,Cloud Computing,Shopee,172,0.623,26,0.144
IT,Cloud Computing,StarHub,170,-0.163,1,0.3
IT,Cloud Computing,National University of Singapore,168,0.063,3,0.387
IT,Cloud Computing,Visa,168,0.05,3,0.128
IT,Cloud Computing,JPMorgan Chase & Co.,166,0.038,35,0.098
IT,Cloud Computing,HP,154,-0.094,0,0.16
IT,Cloud Computing,Equinix,150,0.111,5,0.042
IT,Cloud Computing,OCBC Bank,149,0.021,12,0.176
IT,Cloud Computing,Cognizant,143,0.036,19,0.214
IT,Cloud Computing,DXC Technology,139,-0.097,2,0.232
IT,Cloud Computing,Tata Consultancy Services,133,-0.113,4,0.198
IT,Cloud Computing,Singapore Airlines,129,0.008,12,0.187
IT,Cloud Computing,Avanade,126,0.016,19,0.168
IT,Cloud Computing,HCL Technologies,124,0.078,3,0.126
IT,Cloud Computing,Nanyang Technological University,121,-0.09,7,0.331
IT,Cloud Computing,Nokia,113,-0.05,5,0.078
IT,Cloud Computing,Huawei,113,-0.017,4,0.202
IT,Cloud Computing,PCCW Solutions Limited,112,0.4,1,0.156
IT,Cloud Computing,Apple,107,0.151,0,0.08
IT,Cloud Computing,Palo Alto Networks,105,0.01,14,0.172
IT,Cloud Computing,NEC Asia Pacific Pte Ltd,102,-0.029,2,0.213
IT,Cloud Computing,Red Hat,97,-0.03,9,0.234
IT,Cloud Computing,EY,97,-0.085,10,0.365
IT,Cloud Computing,PALO IT,90,0.25,2,0.16
IT,Cloud Computing,Infosys,87,-0.084,7,0.198
IT,Cloud Computing,KPMG Singapore,87,0.061,4,0.142
IT,Cloud Computing,BT,84,-0.116,0,0.179
IT,Cloud Computing,Wipro Limited,84,-0.077,2,0.229
IT,Cloud Computing,Dimension Data,84,-0.125,0,0.144
IT,Cloud Computing,Credit Suisse,81,0.013,1,0.161
IT,Cloud Computing,UBS,81,0.08,3,0.141
IT,Cloud Computing,GIC,81,0,3,0.259
IT,Cloud Computing,ServiceNow,81,0.227,7,0.15
IT,Cloud Computing,F5,81,0.025,3,0.112
IT,Cloud Computing,Hitachi Vantara,80,-0.111,8,0.224
IT,Cloud Computing,Nutanix,80,0.013,3,0.101
IT,Cloud Computing,Tableau Software,79,0.129,0,0.121
IT,Cloud Computing,Cloudflare,79,0.411,2,0.104
IT,Cloud Computing,Deloitte,78,-0.103,34,0.267
IT,Cloud Computing,Orange Business Services,78,-0.103,2,0.194
IT,Cloud Computing,Adobe,78,-0.025,2,0.165
IT,Cloud Computing,Crédit Agricole CIB,76,-0.116,0,0.21
IT,Cloud Computing,Dell,75,0.014,10,0.067
IT,Cloud Computing,Singapore Press Holdings,75,-0.038,12,0.196
IT,Cloud Computing,Capgemini,74,-0.026,3,0.227
IT,Cloud Computing,Zendesk,73,0.09,4,0.186
IT,Cloud Computing,"A*STAR - Agency for Science, Technology and Research",73,0.304,14,0.062
IT,Cloud Computing,Lazada,72,0.059,3,0.3
IT,Cloud Computing,Thales,71,0.06,8,0.13
IT,Cloud Computing,M1 Limited,70,-0.125,10,0.24
IT,Cloud Computing,Singapore Management University,69,-0.092,1,0.841
IT,Cloud Computing,Telstra,68,-0.014,0,0.263
IT,Cloud Computing,Citrix,67,0.117,4,0.173
IT,Cloud Computing,Ingram Micro,67,-0.043,7,0.19
IT,Cloud Computing,DSTA,67,-0.015,2,0.193
IT,Cloud Computing,IMDA,66,0.065,0,0.188
IT,Cloud Computing,Akamai Technologies,65,-0.071,0,0.119
IT,Cloud Computing,NetApp,62,-0.016,2,0.256
IT,Cloud Computing,PayPal,61,0.196,4,0.089
IT,Cloud Computing,ThoughtWorks,59,0.093,2,0.159
IT,Cloud Computing,LinkedIn,58,-0.017,0,0.171
IT,Cloud Computing,Gojek,58,0.261,2,0.288
IT,Cloud Computing,Acronis,58,0.208,15,0.075
IT,Cloud Computing,Splunk,57,0.239,2,0.078
IT,Cloud Computing,ByteDance,57,2.167,12,0.107
IT,Cloud Computing,Lumen Technologies,57,0.541,1,0
IT,Cloud Computing,Circles.Life,56,-0.125,9,0.417
IT,Cloud Computing,Schneider Electric,53,-0.036,1,0.074
IT,Cloud Computing,Twilio Inc.,53,0.656,4,0.165
IT,Cloud Computing,Prudential Assurance Company Singapore,49,0.065,2,0.253
IT,Cloud Computing,Intel Corporation,49,-0.14,1,0.151
IT,Cloud Computing,NE Digital,48,0.846,3,0
IT,Cloud Computing,Singapore Polytechnic,37,0.088,5,0.169
IT,Cloud Computing,Singapore University of Social Sciences (SUSS),36,0.161,0,0.06
IT,Networks,NCS Group,517,0.004,3,0.223
IT,Networks,Singtel,505,0.002,27,0.121
IT,Networks,Cisco,240,0.004,10,0.096
IT,Networks,ST Engineering,239,-0.028,1,0.12
IT,Networks,IBM,208,-0.046,1,0.211
IT,Networks,NTT Ltd.,207,-0.108,22,0.246
IT,Networks,IHiS (Integrated Health Information Systems),194,0.121,0,0.131
IT,Networks,StarHub,188,-0.083,1,0.183
IT,Networks,DBS Bank,176,0,9,0.131
IT,Networks,GovTech Singapore,172,0.194,1,0.158
IT,Networks,Hewlett Packard Enterprise,164,-0.041,0,0.101
IT,Networks,Amazon Web Services (AWS),163,0.336,9,0.147
IT,Networks,Dell EMC,160,-0.075,0,0.078
IT,Networks,Standard Chartered Bank,149,0.112,0,0.085
IT,Networks,Citi,147,0.014,8,0.096
IT,Networks,Microsoft,141,0.102,8,0.089
IT,Networks,NEC Asia Pacific Pte Ltd,121,-0.076,0,0.198
IT,Networks,Nokia,118,-0.008,6,0.059
IT,Networks,VMware,112,0.037,18,0.109
IT,Networks,Dimension Data,109,-0.114,0,0.138
IT,Networks,Google,106,0.093,3,0.099
IT,Networks,AT&T,103,-0.064,2,0.085
IT,Networks,Apple,102,0.063,1,0.101
IT,Networks,M1 Limited,97,-0.149,6,0.209
IT,Networks,Accenture,97,-0.164,0,0.366
IT,Networks,PCCW Solutions Limited,96,0.28,0,0.129
IT,Networks,Visa,91,-0.022,7,0.054
IT,Networks,JPMorgan Chase & Co.,87,-0.011,11,0.137
IT,Networks,Dell Technologies,84,0.091,0,0.099
IT,Networks,Palo Alto Networks,83,0.025,13,0.085
IT,Networks,OCBC Bank,82,-0.079,2,0.222
IT,Networks,F5,80,0.053,2,0.077
IT,Networks,Equinix,79,0.082,1,0.066
IT,Networks,Facebook,79,0.082,2,0.118
IT,Networks,National University of Singapore,76,0.118,3,0.083
IT,Networks,Huawei,76,-0.05,1,0.154
IT,Networks,UOB,75,-0.013,7,0.172
IT,Networks,Oracle,74,-0.129,0,0.226
IT,Networks,Wipro Limited,72,-0.04,0,0.163
IT,Networks,Grab,69,-0.014,4,0.187
IT,Networks,Marina Bay Sands,68,0,2,0.044
IT,Networks,HCL Technologies,68,0.193,0,0.064
IT,Networks,Salesforce,68,0.063,0,0.121
IT,Networks,Nanyang Technological University,65,0.048,2,0.236
IT,Networks,Telstra,63,-0.031,0,0.172
IT,Networks,Ensign InfoSecurity,62,0.192,2,0.088
IT,Networks,SAP,61,0.052,0,0.101
IT,Networks,Singapore Airlines,60,0.071,2,0.086
IT,Networks,BT,59,-0.169,0,0.215
IT,Networks,DSTA,58,0.018,0,0.122
IT,Networks,Orange Business Services,58,-0.033,0,0.102
IT,Networks,SITA,57,-0.081,2,0.134
IT,Networks,UBS,54,0.174,2,0.08
IT,Networks,Singapore Armed Forces (SAF),52,-0.35,0,0.606
IT,Networks,Fujitsu Asia,52,0.061,0,0.139
IT,Networks,HP,50,-0.091,0,0.114
IT,Networks,Ericsson,50,0,2,0.08
IT,Networks,Trustwave,50,0.429,4,0.188
IT,Networks,Ministry of Defence of Singapore,47,-0.13,0,0.238
IT,Networks,Bank of America Merrill Lynch,47,0.044,0,0.043
IT,Networks,Sea,46,0.353,4,0.075
IT,Networks,Micron Technology,46,-0.061,19,0.168
IT,Networks,Hitachi Vantara,46,-0.115,0,0.204
IT,Networks,Deutsche Bank,46,0.045,0,0.067
IT,Networks,Credit Suisse,42,-0.023,1,0.118
IT,Networks,Cloudflare,42,0.273,5,0.133
IT,Networks,"A*STAR - Agency for Science, Technology and Research",41,0.242,2,0.081
IT,Networks,Cognizant,41,0.051,0,0.1
IT,Networks,Nera Telecommunications Ltd,40,-0.149,2,0.391
IT,Networks,Logicalis,39,-0.093,0,0.122
IT,Networks,Fujitsu,39,0,0,0.128
IT,Networks,DXC Technology,39,-0.071,0,0.296
IT,Networks,EY,38,-0.208,6,0.395
IT,Networks,Ingram Micro,37,0.028,2,0.11
IT,Networks,BlackRock,37,0.088,0,0
IT,Networks,GLOBALFOUNDRIES,37,0.028,0,0.027
IT,Networks,HCL Insys Pte Ltd (part of PCCW Solutions),36,0.059,0,0.229
IT,Networks,ViewQwest,35,0.029,0,0.145
IT,Networks,"FireEye, Inc.",35,-0.028,0,0.141
IT,Networks,Nutanix,35,0.029,1,0.058
IT,Networks,Johnson & Johnson,34,0.133,0,0.031
IT,Networks,Autodesk,34,0.097,0,0.062
IT,Networks,HTX (Home Team Science & Technology Agency),33,0.5,0,0.036
IT,Networks,Tata Consultancy Services,33,0.031,2,0.062
IT,Networks,Bank of America,33,0.1,0,0.063
IT,Networks,SPTel Pte Ltd,32,0.143,4,0.067
IT,Networks,Infosys,31,0,4,0.194
IT,Networks,NetApp,31,-0.088,0,0.277
IT,Networks,Certis,30,-0.063,1,0.194
IT,Networks,Fortinet,30,0.25,5,0.111
IT,Networks,ExxonMobil,29,-0.094,0,0.098
IT,Networks,CTC Global Pte Ltd,29,0,0,0.103
IT,Networks,Deloitte,28,0.077,0,0.185
IT,Networks,Ngee Ann Polytechnic,28,0,0,0.107
IT,Networks,Lazada,27,-0.036,0,0.145
IT,Networks,"Check Point Software Technologies, Ltd.",27,0.286,1,0.125
IT,Networks,Singapore Management University,24,-0.04,0,0.367
IT,Networks,Shopee,23,0.769,4,0.056
IT,Networks,Singapore Polytechnic,16,-0.059,4,0.061
IT,Networks,Hyperledger,1,0,0,
IT,Internet,Shopee,"2,570",0.512,745,13.90%
IT,Internet,Google,"2,293",0.016,118,11.70%
IT,Internet,Facebook,"1,597",0.086,124,9.40%
IT,Internet,Lazada,"1,169",0.065,91,18.40%
IT,Internet,Amazon,884,0.447,120,13.40%
IT,Internet,foodpanda,757,0.58,152,14.10%
IT,Internet,Equinix,677,0.119,3,4.20%
IT,Internet,Salesforce,666,0.046,68,14.70%
IT,Internet,PayPal,594,0.121,50,7.70%
IT,Internet,Sea,586,0.234,35,10.90%
IT,Internet,ByteDance,435,2.129,148,8.70%
IT,Internet,LinkedIn,434,-8.40%,13,18.70%
IT,Internet,TikTok,341,5.2,84,6.10%
IT,Internet,RedMart,307,0.089,0,14.60%
